"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.15458641247553,0.307014178900402,0.176642363885165,0.401895011032652,0.761715327826085,0.92252486452154,0.525822902306616,0.260749826954079,0.55603285020171,0.942494840436284,0.796328094403496,NA,0.114389357710045,0.376430297696882,0.0191654402607109,NA,NA,0.939710022323152,0.567422600847551,4.63546976268539e-08,0.0117609708835981,0.000445901287358498,0.251530641821595,0.270463710369742,0.132421426617676,0.527239748142483,0.130399822978526,0.698582435349376,0.0681500850864122,0.279920349686442,0.0747562817389024,0.0106012347396098,0.770019582682011,0.837187854464164,0.820284525702442,0.24928250596238,0.114389357710045,0.00762875095968552,0.687581589822607,0.391673467503995,0.00219135844804104,0.559466795145002,0.0413791017839918,0.0079113183986992,0.736943708354792
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",0.00316125210939329,0,0.132986613194121,0.425705738409244,0.0100009174971863,0.0158776933220116,0.123706328208118,0.191622057760263,0.683365534284606,0.655354079375623,0.982156653918725,NA,0.00361681438239293,0.00014811445391017,0.50491268758604,0.939710022323152,NA,NA,0.44333185016966,0.800197517952335,0.619356169033867,0.817283290706317,0.0208123843500963,0.520948935577084,0.137219212931031,0.299387684486896,0.862361017768321,0.817650128521416,0.133836315738433,0.366408456111988,0.0259115168459695,0.528100236783455,0.154215750256718,0.699712220731721,0.903738836202369,0.0793029394097802,0.868980339326347,0.973693903956088,0.0100543554551854,0.000475163379215968,0.533132786647023,0.699161516378123,0.147338698712389,0.359292817671478,0.330862674250893
"black.cloud",0.239272424826978,0.44333185016966,0.436781246278222,0.0293890597595493,0.568321758971318,0.850442999850967,0.130308972044932,0.23577039463195,0.44333185016966,0.521326216347485,0.493888278857974,NA,0.239272424826978,0.327137796304552,0.567422600847551,0.567422600847551,NA,0.44333185016966,NA,0.568321758971318,0.705201258166173,1,0.850442999850967,0.850442999850967,0.705201258166173,1,0.924605964761563,0.705201258166172,0.568321758971319,0.705201258166172,0.239272424826978,0.568321758971319,0.333021198288918,0.568321758971318,0.44333185016966,0.705201258166173,0.44333185016966,0.103888131062101,0.282822777764211,0.385069091167706,0.633913677005345,0.560967988709567,0.924777873105748,0.850105256983627,0.705201258166172
"missing.links",0.127472652576309,0.227443132465378,0.216287712688395,0.432379742079209,0.603727651288199,0.868980339326347,0.435735756118906,0.241694267703283,0.54287352062982,0.673043648006427,0.557336538045454,NA,0.104092832873526,0.308989115502768,0.018175123857075,4.63546976268539e-08,NA,0.800197517952335,0.568321758971318,NA,0.0239810831714622,0.000771902003950588,0.299387684486896,0.402135894917861,0.260598370671166,0.693511174791049,0.275767806506744,0.945983670156841,0.0348001228553438,0.391232746026155,0.0488448583092957,0.0100009174971863,0.766288456385056,0.956169154937949,0.851681911253292,0.297385077720106,0.133836315738433,0.00589747599033439,0.680063845919737,0.364493927115292,0.0045804664506318,0.36879403060518,0.0543240056759698,0.0302993546927275,1
