"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.175131617084587,-0.0263620793766076,0.416813248661316,0.266791114745995,-0.423818513344699,0.329247440119023,0.108581602592444,0.111310200192038,-0.0280210587335339,-0.189387947045781,-0.227671102209963,NA,0.254833433973874,-0.120358695318814,0.303894514810008,NA,NA,0.280210587335338,-0.300684151401615,0.942208099915076,0.171628984742895,-0.683013306629888,-0.186788639507064,-0.564921738996974,-0.277905049022705,0.132118793797679,-0.783601121834513,-0.824603506116551,0.374781660561015,-0.00350263234169173,0.323374840353054,-0.157618455376128,-0.0424795395242873,-0.514886954228684,-0.469352733786692,-0.374781660561015,0.0665500144921429,-0.210157940501504,0.245184263918421,-0.294736842105263,-0.0333333333333333,0.627531739766152,-0.315236910752256,-0.122592131959211,0.52539485125376
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",0.580419580419581,0.575442138774453,0.608391608391608,-0.0246923181196781,-0.027972027972028,0.328671328671329,-0.454545454545455,0.028219792136775,-0.195804195804196,-0.0494727444918154,-0.125874125874126,NA,0.624565248182029,0.215559815285767,0.377439719829366,0.280210587335338,NA,NA,-0.3,0.153846153846154,-0.482517482517483,-0.132867132867133,-0.527272727272727,-0.5,-0.763636363636364,-0.509090909090909,-0.309090909090909,-0.518181818181818,0.237762237762238,0.013986013986014,0.157895708810063,-0.0699300699300699,-0.466457305208545,0.195804195804196,0.454545454545455,-0.27972027972028,-0.811188811188811,-0.286713286713287,-0.384615384615385,0.360771131194248,0.304729013727181,-0.0320335412541011,0,0.13986013986014,-0.146853146853147
"black.cloud",0.1,0.401830673179956,-0.1,0.101156107771775,0.5,-0.3,-0.2,0.101156107771775,0.1,0.304176535068012,0.3,NA,-0.0502288341474945,0.302066614559333,-0.252890269429437,-0.300684151401615,NA,-0.3,NA,-0.3,0.4,0.4,-0.5,-0.4,0.1,-0.2,0.3,0.2,-0.4,0.4,0.301373004884967,0.2,-0.202312215543549,-0.4,-0.4,0.4,0.3,0.2,0.3,0.2,0,-0.203259818927919,0.2,-0.1,-0.2
"missing.links",0.0769230769230769,-0.094737425286038,0.195804195804196,0.402132037949044,-0.363636363636364,0.0769230769230769,0.314685314685315,0.0176373700854844,-0.0699300699300699,-0.328640374124202,-0.356643356643357,NA,0.196492437630301,-0.0706753492740219,0.186956122906135,0.942208099915076,NA,0.153846153846154,-0.3,NA,0.286713286713287,-0.783216783216783,-0.109090909090909,-0.490909090909091,-0.163636363636364,0.172727272727273,-0.736363636363636,-0.727272727272727,0.230769230769231,-0.0909090909090909,0.270177101741664,-0.118881118881119,0.113080558838435,-0.608391608391608,-0.482517482517483,-0.503496503496504,0.055944055944056,-0.363636363636364,0.412587412587413,-0.308231646068872,-0.252189528601805,0.758127143013727,-0.237762237762238,-0.300699300699301,0.664335664335664
