"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.663739552109643,0.477537586340385,0.092966762233263,0.230031136363791,0.0972316950235783,0.0845458795082708,0.304136246038905,0.0331322921824701,0.0222594272442636,0.202104910328589,0.254283706740801,0.561610484718433,0.896694482908353,0.993905418895776,0.105729526150749,NA,0.949260939436656,0.99737943528916,0.992335871729229,0.0121828954308914,0.00164800996448122,0.0263785070135594,0.148407401144455,0.280291175169309,0.850567615306263,0.816255702682307,0.940851122718583,0.0531323974675425,0.390944357069844,0.704911608063246,0.887575432000577,0.211699361264094,0.131566925152242,0.584808671595167,0.126253929732909,0.464210354485403,0.465711478380978,0.520981709346649,0.715604171341919,0.600991367175096,0.00459641625981482,0.434390513298964,0.121473143595321,0.0033826738196045,0.54909906271607
"prima.donnas",0.989339425484525,0.57691118778088,0.0342476927752598,0.990591550860502,0.378405015025204,0.023949027032403,0.939910404619607,0.727056807336286,0.713135351539098,0.80380427801598,0.714204927541404,0.330839949173238,0.0903355178465781,0.0501167592440017,0.47045724597517,0.949260939436656,NA,0.336421108546748,0.787056710711655,0.823258121665107,0.995449836233359,0.908999877791397,0.79606861111567,0.243612797327355,0.322871764410798,0.319948564109909,0.133940226508003,0.254956340732607,0.5415989179883,0.0591631954333156,0.0306290424663048,0.529509062348286,0.437095048349425,0.660594003568114,0.884543449507843,0.539982740011473,0.892946579516606,0.735387840391492,0.591450602475137,0.0216831371648585,0.274155847323549,0.702497534903588,0.153856117870556,0.160355218375076,0.300331259185436
"radio.silence",0.465969871302288,0.863925750242116,0.788393696356674,0.134403472287968,0.303091068375031,0.873695648151454,0.284707398337785,0.0364676072541445,0.0447492403323862,0.665093002433116,0.924213250179852,0.592124203856542,0.612007074305663,0.597485945149652,0.446454565101141,0.99737943528916,0.336421108546748,NA,0.145626135426841,0.384479438409814,0.295717106426597,0.314028021482551,0.455926725598108,0.838983835683973,0.894733632981406,0.883555189202055,0.874167178589142,0.950530851792097,0.000188203547443099,0.813766660339073,0.889342535512399,0.869751074906531,0.829200491159721,0.129974881910033,0.766330617439007,0.300563525997564,0.852164840691733,0.938356332887467,0.243322934869109,0.889163869285151,0.975451187734902,0.326094594621632,0.558756537915196,0.982759850624664,0.454449667456162
"black.cloud",0.337366494169799,0.832383749397276,0.725603147805814,0.294032508984049,0.533624070640972,0.803854900804615,0.551884850263974,0.0506676741995869,0.0728308674969431,0.153387710704669,0.206752914543585,0.413732211016265,0.412742510491789,0.403728755735343,0.12144330840386,0.992335871729229,0.787056710711655,0.145626135426841,NA,0.283182052758825,0.356993277024781,0.983535452053988,0.730241986157173,0.842822082167513,0.297094208435901,0.299516983230354,0.495443406938816,0.605119018711064,0.155110356801053,0.960104551947407,0.912926635367029,0.0955230201132803,0.7338250700523,0.747931181523982,0.482085524191794,0.0160996139520693,0.238022592857159,0.246836249686515,0.411795051334953,0.60851832472633,0.910743360061942,0.0406449157534872,0.161993379860752,0.977150683753028,0.0717940015948432
"missing.links",0.208529192082478,0.518297422821275,0.181584011467624,0.000913765469991225,0.00452214264461731,0.233651480042384,0.0171598564701534,0.000767971849856779,0.00188878463984078,0.0494262296448227,0.16381139084611,0.815620514769648,0.447242333530831,0.528839564489889,0.000126619794106035,0.0121828954308914,0.823258121665107,0.384479438409814,0.283182052758825,NA,0.006125971605067,0.0503418827348792,0.869143325493894,0.0699300445881711,0.140731473846623,0.150521257564956,0.480019174666878,0.0623620550770829,0.0439136200634519,0.61028482154925,0.716385317137513,0.0158329772890354,0.179897829513869,0.688503574115303,0.0438077317802279,0.433158753837779,0.666886190442973,0.747956231827608,0.205267169907734,0.326531465634436,0.00215775969583933,0.00556591971049484,0.0013332708505502,0.00352067551860334,0.0311593481182434
