"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.652785423829276,0.536044669473297,0.79454854635515,0.510884181613133,-0.485756850005179,0.375278033778748,0.532822651242837,0.535139551672045,-0.1634913885843,0.126832430399034,-0.445398470060735,NA,0.517588991086365,0.601392172054028,0.883844527147722,NA,NA,0.249350675678007,NA,0.997945779290539,0.188640880999423,-0.0777119910476371,-0.255998089835983,-0.322738132159557,0.0550904177800523,-0.0068411641699867,-0.255340133840871,-0.189659868699375,0.0930868932145804,0.808782458162021,0.27709887702485,-0.0701238643174578,-0.754390498156322,-0.608215824761959,-0.579909179183488,-0.137541452165532,0.324541300890721,-0.00128792252557074,-0.52486777130259,0.605550440451048,0.872524557464723,0.301425623213482,-0.663015610903025,0.587598680528513,0.232524211751707
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",0.495862684082677,0.510270908299969,0.245803345641893,0.477369147652658,0.126061275397198,-0.202021200200428,0.434628527476369,0.0239387304369038,-0.433088539032073,0.0559162534085295,-0.0600324172285625,NA,0.457098803103498,0.4495350266826,0.246026370923697,0.249350675678007,NA,NA,NA,0.272243970458292,0.215507739900911,0.229270821619031,-0.439000907422985,-0.443173506552843,-0.146379865143513,-0.143097096679589,-0.120738787112634,-0.356330877912331,0.761206992810177,0.398195641159368,0.560034690496349,0.223542949573503,-0.390340981915297,-0.211573288169517,-0.258778607111036,0.241517461055664,-0.184582601277127,0.176703136574087,-0.34738652588303,0.446291947001433,0.179293036391819,0.366783880807781,0.102640625338442,-0.188796992435844,0.315427888524503
"black.cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing.links",0.684744376736847,0.577756715213252,0.778618333672183,0.556400691221333,-0.440874357022227,0.324364698749796,0.572552694578635,0.520406280514719,-0.191803538155198,0.107442536060267,-0.46396228106358,NA,0.54839948503107,0.633533969375248,0.883552273798384,0.997945779290539,NA,0.272243970458292,NA,NA,0.23588472314701,-0.0997678017070598,-0.248614701628307,-0.321994873187954,0.0545081270273046,-0.00893761353528556,-0.262780739488085,-0.19111712273359,0.082242563181198,0.821759943037206,0.31958950159248,-0.0920595724522426,-0.776838537735409,-0.632281412230882,-0.604766617100757,-0.140663565927816,0.333308161395563,-0.0127422067103734,-0.535105480263905,0.63613161747394,0.859666696207697,0.357247297398493,-0.635164471744149,0.545889025060698,0.284018590591062
