"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.180030472206408,0.422405735707527,0.738840103904822,0.955505529267981,0.60787821065391,0.896443873635148,0.119061825069453,0.84006583420948,0.532395069513839,0.483649444541384,0.630450358314603,NA,0.0288149144194044,0.126489561687105,1.14266539282242e-05,NA,NA,0.669302383840605,NA,4.72432852338783e-06,0.201982902112662,0.0432187716615558,0.213708342890306,0.820127138820032,0.0119127641535133,0.0670668641012185,0.00845933822402294,0.788956729780893,0.939497701226576,0.131965515868154,0.506201713351249,0.0373050532717266,0.991349978329598,0.48913483108671,0.982700811603302,0.205455835675609,0.0829486121732699,0.388496737537448,0.769227728615203,0.422405735707527,0.000140441262361675,0.00270744999656937,0.0119183818324894,0.0282346734726091,0.0300011088129365
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",0.192484113872614,0.297884084691436,0.805982098080011,0.942174592984879,0.562104297841985,0.482083868141056,0.420789220696647,0.568364459427349,0.440778280018132,0.5411985393911,0.437845038348128,NA,0.73928615913696,0.77565573058626,0.686340242390796,0.669302383840605,NA,NA,NA,0.785589551993392,0.930384088699009,0.547165796571358,0.0640368818118501,0.799770958215046,0.841401689011118,0.424954598435912,0.417879567840789,0.0278917791081565,3.91053442784084e-05,0.475079729629864,0.0787108409494685,0.862179388614032,0.600153023765019,0.525074066391593,0.0307539235125411,0.879287866616261,0.0781501285841065,0.547165796571358,0.0432187716615558,0.874569738234248,0.276101361048741,0.524293445339671,0.571355744175111,0.231191412365747,0.323232310625209
"black.cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing.links",0.0525235554822043,0.186198660354943,0.853390965584337,0.915852557738212,0.3653744519387,0.656129207444872,0.0410747834676489,0.792747894292687,0.556032850201711,0.863133494960123,0.977305693120679,NA,0.00404630742718239,0.0535516955807406,4.93964156010678e-06,4.72432852338783e-06,NA,0.785589551993392,NA,NA,0.114506976661525,0.0395980557151432,0.128275872801152,0.841760251396407,0.00245613840986344,0.0119154093589283,0.0404808866960785,0.968186220907239,0.939710022323152,0.0770523903726765,0.489923188275071,0.0207937091260826,0.795062623505011,0.312601676218413,0.828727854101125,0.0725074830303382,0.120547316089846,0.632487778851591,0.845663716050892,0.168097954457319,0.000107533063681309,0.00321857173558239,0.0536822377217409,0.0758277964587335,0.0480722676656343
