"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.250819839763721,0.246246348560593,0.398051778137722,-0.16757257268165,0.00064461120062393,0.340883526828889,-0.199677870311195,-0.490116781786535,-0.552475905261298,NA,NA,-0.205470250294492,0.558413447125218,0.261444019389281,0.555016763143093,NA,NA,-0.0933597329025638,NA,0.782769037058815,-0.554984727756722,-0.761143115849977,-0.0743089726192945,-0.161420777379501,-0.0981134696084944,0.15221984963825,-0.540649650316961,0.114536237531585,0.126416997855467,-0.687398492726568,-0.180871098010788,-0.660389439609148,-0.293880685392581,-0.675102260208697,-0.00942945975011197,0.423739387626663,-0.393844695083801,-0.239452968004334,0.708158156274085,0.320444867715857,0.782770430915993,-0.158472456460626,-0.419255490623313,0.787212159614872,-0.187621411242343
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",-0.134712557223655,-0.0923310115446802,-0.473474184505607,0.203142950797575,0.0327979783725281,-0.57482010490799,0.306945176072629,-0.191743407664428,-0.182065904845543,NA,NA,0.198990038735756,-0.149695178212936,-0.129362703942731,0.119181612180572,-0.0933597329025638,NA,NA,NA,-0.182347225532892,-0.128288939783965,-0.0942031707814108,-0.428719061193449,-0.13373043712241,-0.181816355643654,-0.247824203560765,-0.403012409621672,0.157193151674325,0.929260697659812,-0.00170268462673506,0.429406780722501,-0.39222720403911,0.770984868768772,0.454804294295486,0.311599449759291,-0.114411376829898,-0.433484882213558,-0.192130032328484,0.284298545015743,-0.270022749363996,-0.169532010817188,0.254436848724685,-0.315609458646888,-0.110220356388424,0.328433014754667
"black.cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing.links",0.53054795629252,0.331640361879864,0.52449576319288,0.275887359408533,-0.324533529646899,0.305145585563758,0.108553805942595,-0.279324184061824,-0.394171144258817,NA,NA,0.112740986673347,0.788403326148436,0.610032833652661,0.75468362313258,0.782769037058815,NA,-0.182347225532892,NA,NA,-0.433693547284208,-0.493667705386002,-0.286257356980179,-0.263025874498142,-0.198348397247363,-0.0921079377095038,-0.355337020205642,0.0162031798469379,-0.058936098660236,-0.523510651055125,-0.136218964022981,-0.493930328581871,-0.341472774372646,-0.582101390592896,0.149155331464153,0.227295078113742,-0.151433063308171,-0.225391618583105,0.440703346145558,0.43517430103607,0.667315853730453,0.123765817692738,-0.487294141808199,0.610645465957718,-0.0147036424689606
